UTC time,Satellites,Speed (km/h),Heading (Degrees),Latitude,Longitude,BrakeTrigger,Dgps,Wav file,Dual Antenna Status,Height (m),Vertical velocity (km/h),Avi sync time (s),Avi file index,Elapsed time (s),Distance (m),Lateral acceleration (g),Longitudinal acceleration (g),Relative height (m),Gradient (%),Radius of turn (m),sampleperiod (s),ComboAcc (g),Air Fuel Ratio ((null)),Battery Voltage (V),Brake Position (%),Brake Pressure (bar),Clutch Position (%),Coolant Temperature (°C),Engine Speed (rpm),Exhaust Temperature (°C),Fuel Level (%),Gear ((null)),Head Temperature (°C),Indicated Lateral Acceleration (g),Indicated Longitudinal Acceleration (g),Indicated Vehicle Speed (km/h),Oil Pressure (bar),Oil Temperature (°C),Steering Angle (Degrees),Throttle Position (%),Water Temp (Calc) (F),Oil Temp (Calc) (F),Oil Press (Calc) (psi),Water Press (Calc) (psi),Brake Press (Calc) ((null))
161128.300,12,104.04,76.6,39°32.153136 N,122°19.646586 W,0,1,0,0,93.34,-3.89,46799.000,1,35.800,815.50,0.53,-0.12,-2.31,-3.73716790341805,135.50,0.100,0.63,500,13.5,0,0.0900000035762787,255,86.20,4480,-50.00,43,255,0.70,-0.57,-0.40,104.20,4.8899998664856,61.00,35.0,14,187.160003662109,141.800003051758,70.92,10.15,1.30534195899963
161128.400,12,103.85,75.2,39°32.153562 N,122°19.644636 W,0,1,0,0,93.28,-3.85,46899.000,1,35.900,818.39,0.73,-0.05,-2.42,-3.70923167290971,138.28,0.100,0.65,500,13.5,0,0.140000000596046,255,86.20,4475,-50.00,43,255,0.70,-0.57,-0.40,103.80,4.75,61.00,36.0,15,187.160003662109,141.800003051758,68.89,10.15,2.03053188323975
161128.500,12,103.67,73.6,39°32.154030 N,122°19.642710 W,0,1,0,0,93.22,-3.78,46999.000,1,36.000,821.27,0.81,-0.05,-2.53,-3.64622018153932,133.24,0.100,0.68,500,13.5,0,0.159999996423721,255,86.20,4468,-50.00,43,255,0.70,-0.76,-0.38,103.50,4.67000007629395,61.00,38.0,15,187.160003662109,141.800003051758,67.73,10.15,2.32060790061951
161128.600,12,103.41,72.1,39°32.154534 N,122°19.640808 W,0,1,0,0,93.14,-3.78,47099.000,1,36.100,824.15,0.76,-0.07,-2.63,-3.65521109327557,131.42,0.100,0.70,500,13.6000003814697,0,0.129999995231628,255,86.20,4468,-50.00,43,255,0.70,-0.76,-0.38,103.10,4.61999988555908,61.00,38.0,15,187.160003662109,141.800003051758,67.01,10.15,1.88549399375916
161128.700,12,103.13,70.4,39°32.155080 N,122°19.638930 W,0,1,0,0,93.07,-3.71,47199.000,1,36.200,827.02,0.87,-0.08,-2.74,-3.59535745105834,121.47,0.100,0.73,500,13.6000003814697,0,0.150000005960464,255,86.20,4460,-50.00,43,255,0.70,-0.76,-0.38,103.00,4.44999980926514,61.00,40.0,15,187.160003662109,141.800003051758,64.54,10.15,2.17557001113892
161128.800,12,102.83,68.7,39°32.155668 N,122°19.637076 W,0,1,0,0,93.00,-3.67,47299.000,1,36.300,829.88,0.83,-0.09,-2.84,-3.57094233200428,114.68,0.100,0.75,500,13.6000003814697,0,0.189999997615814,255,86.20,4440,-50.00,43,255,0.70,-0.76,-0.38,102.80,4.34000015258789,62.00,40.0,19,187.160003662109,143.600006103516,62.95,10.15,2.75572204589844
161128.900,12,102.54,67.2,39°32.156286 N,122°19.635252 W,0,1,0,0,92.90,-3.67,47399.000,1,36.400,832.73,0.79,-0.08,-2.95,-3.58097169940122,109.83,0.100,0.76,500,13.6000003814697,0,0.219999998807907,255,86.20,4440,-50.00,43,255,0.70,-0.84,-0.42,102.70,4.34999990463257,62.00,40.0,24,187.160003662109,143.600006103516,63.09,10.15,3.19083595275879
161129.000,12,102.54,65.4,39°32.156952 N,122°19.633452 W,0,1,0,0,92.80,-3.67,47499.000,1,36.500,835.58,0.90,0.00,-3.05,-3.58121617008826,102.45,0.100,0.79,500,13.6000003814697,0,0.170000001788139,255,86.20,4447,-50.00,43,255,0.70,-0.84,-0.42,102.10,4.21000003814697,62.00,40.0,26,187.160003662109,143.600006103516,61.06,10.15,2.46564602851868
161129.100,12,102.40,63.7,39°32.157660 N,122°19.631688 W,0,1,0,0,92.70,-3.64,47599.000,1,36.600,838.42,0.85,-0.04,-3.15,-3.5507119001582,99.98,0.100,0.80,500,13.6000003814697,0,0.189999997615814,255,85.50,4446,-50.00,43,255,0.70,-0.84,-0.42,102.50,4.19000005722046,61.00,41.0,26,185.899993896484,141.800003051758,60.77,10.15,2.75572204589844
161129.200,12,102.63,62.0,39°32.158416 N,122°19.629942 W,0,1,0,0,92.66,-3.56,47699.000,1,36.700,841.27,0.89,0.06,-3.26,-3.47270264739986,98.69,0.100,0.82,500,13.6000003814697,0,0.170000001788139,255,85.50,4442,-50.00,43,255,0.70,-0.84,-0.42,101.80,4.23000001907349,62.00,41.0,26,185.899993896484,143.600006103516,61.35,10.15,2.46564602851868
161129.300,12,102.41,60.4,39°32.159196 N,122°19.628226 W,0,1,0,0,92.58,-3.53,47799.000,1,36.800,844.12,0.78,-0.06,-3.36,-3.44487516233291,97.97,0.100,0.81,500,13.6000003814697,0,0.159999996423721,255,85.50,4447,-50.00,43,255,0.70,-0.79,-0.31,102.30,4.21000003814697,62.00,41.0,26,185.899993896484,143.600006103516,61.06,10.15,2.32060790061951
161129.400,12,102.18,58.8,39°32.160018 N,122°19.626546 W,0,1,0,0,92.52,-3.46,47899.000,1,36.900,846.96,0.85,-0.07,-3.46,-3.38243210178615,97.96,0.100,0.82,500,13.6000003814697,0,0.170000001788139,255,85.50,4447,-50.00,43,255,0.70,-0.79,-0.31,102.10,4.26999998092651,62.00,43.0,26,185.899993896484,143.600006103516,61.93,10.15,2.46564602851868
161129.500,12,102.11,56.9,39°32.160888 N,122°19.624902 W,0,1,0,0,92.46,-3.38,47999.000,1,37.000,849.80,0.93,-0.02,-3.55,-3.31407305846636,96.15,0.100,0.84,500,13.6000003814697,0,0.0900000035762787,255,85.50,4430,-50.00,43,255,0.70,-0.79,-0.31,101.70,4.26000022888184,62.00,43.0,26,185.899993896484,143.600006103516,61.79,10.15,1.30534195899963
161129.600,12,101.98,55.3,39°32.161782 N,122°19.623294 W,0,1,0,0,92.39,-3.35,48099.000,1,37.100,852.63,0.79,-0.04,-3.65,-3.28309324651637,95.88,0.100,0.83,500,13.6000003814697,0,0.170000001788139,255,85.50,4435,-50.00,43,255,0.70,-0.79,-0.31,102.00,4.3600001335144,62.00,44.0,26,185.899993896484,143.600006103516,63.24,10.15,2.46564602851868
161129.700,12,101.99,53.6,39°32.162718 N,122°19.621722 W,0,1,0,0,92.32,-3.31,48199.000,1,37.200,855.47,0.90,0.00,-3.75,-3.24744087539711,95.75,0.100,0.85,500,13.6000003814697,0,0.109999999403954,255,85.50,4435,-50.00,43,255,0.70,-0.86,-0.31,101.50,4.6100001335144,62.00,44.0,26,185.899993896484,143.600006103516,66.86,10.15,1.59541797637939
161129.800,12,102.07,52.0,39°32.163690 N,122°19.620174 W,0,1,0,0,92.26,-3.28,48299.000,1,37.300,858.30,0.80,0.02,-3.84,-3.2096564021672,96.64,0.100,0.84,500,13.6000003814697,0,0.109999999403954,255,85.50,4426,-50.00,43,255,0.70,-0.86,-0.31,101.30,4.71000003814697,62.00,44.0,26,185.899993896484,143.600006103516,68.31,10.15,1.59541797637939
161129.900,12,101.72,50.2,39°32.164686 N,122°19.618680 W,0,1,0,0,92.16,-3.28,48399.000,1,37.400,861.13,0.88,-0.10,-3.93,-3.22066890815785,96.39,0.100,0.85,500,13.6000003814697,0,0.200000002980232,255,85.50,4428,-50.00,43,255,0.70,-0.86,-0.31,101.60,4.42999982833862,62.00,45.0,26,185.899993896484,143.600006103516,64.25,10.15,2.90075993537903
161130.000,12,101.91,48.3,39°32.165742 N,122°19.617228 W,0,1,0,0,92.15,-3.17,48499.000,1,37.500,863.96,0.99,0.05,-4.02,-3.10865576151272,93.24,0.100,0.87,500,13.6000003814697,0,0.170000001788139,255,85.50,4425,-50.00,43,255,0.70,-0.86,-0.31,101.30,4.94000005722046,62.00,46.0,26,185.899993896484,143.600006103516,71.65,10.15,2.46564602851868
161130.100,12,102.16,46.6,39°32.166822 N,122°19.615812 W,0,1,0,0,92.08,-3.13,48599.000,1,37.600,866.79,0.86,0.07,-4.11,-3.06586920132737,93.30,0.100,0.87,500,13.6000003814697,0,0.140000000596046,255,85.50,4413,-50.00,43,255,0.70,-0.86,-0.33,101.70,4.84999990463257,62.00,46.0,26,185.899993896484,143.600006103516,70.34,10.15,2.03053188323975
161130.200,12,101.80,44.5,39°32.167932 N,122°19.614462 W,0,1,0,0,91.96,-3.17,48699.000,1,37.700,869.62,1.03,-0.10,-4.20,-3.11195371361774,91.46,0.100,0.90,500,13.6000003814697,0,0.239999994635582,255,85.50,4413,-50.00,43,255,0.60,-0.86,-0.33,101.70,5.07999992370605,62.00,49.0,25,185.899993896484,143.600006103516,73.68,8.70,3.48091197013855
161130.300,12,101.35,42.2,39°32.169084 N,122°19.613178 W,0,1,0,0,91.88,-3.17,48799.000,1,37.800,872.45,1.14,-0.13,-4.29,-3.12567831560668,86.17,0.100,0.95,500,13.6000003814697,0,0.180000007152557,255,85.50,4412,-50.00,43,255,0.70,-0.86,-0.33,101.00,5.05999994277954,62.00,50.0,25,185.899993896484,143.600006103516,73.39,10.15,2.61068391799927
161130.400,12,101.61,40.2,39°32.170272 N,122°19.611924 W,0,1,0,0,91.83,-3.10,48899.000,1,37.900,875.27,1.05,0.07,-4.38,-3.04694419840567,84.47,0.100,0.97,500,13.6000003814697,0,0.159999996423721,255,85.50,4412,-50.00,43,255,0.70,-0.86,-0.33,100.80,5,62.00,50.0,24,185.899993896484,143.600006103516,72.52,10.15,2.32060790061951
161130.500,12,101.15,38.3,39°32.171478 N,122°19.610724 W,0,1,0,0,91.76,-3.06,48999.000,1,38.000,878.08,0.90,-0.13,-4.47,-3.02523999248633,82.66,0.100,0.96,500,13.6000003814697,0,0.219999998807907,255,85.50,4390,-50.00,43,255,0.60,-0.93,-0.44,100.90,5.19000005722046,62.00,50.0,25,185.899993896484,143.600006103516,75.27,8.70,3.19083595275879
161130.600,12,100.69,36.3,39°32.172708 N,122°19.609578 W,0,1,0,0,91.73,-3.02,49099.000,1,38.100,880.88,1.00,-0.13,-4.55,-3.00342652828127,80.73,0.100,0.97,500,13.6000003814697,0,0.150000005960464,255,85.50,4370,-50.00,43,255,0.70,-0.93,-0.44,100.80,5.15000009536743,62.00,49.0,25,185.899993896484,143.600006103516,74.69,10.15,2.17557001113892
161130.700,12,100.44,34.2,39°32.173968 N,122°19.608492 W,0,1,0,0,91.75,-2.88,49199.000,1,38.200,883.68,1.05,-0.07,-4.64,-2.86726932420055,79.64,0.100,0.99,500,13.6000003814697,0,0.219999998807907,255,85.50,4370,-50.00,43,255,0.70,-0.93,-0.44,100.00,5.01000022888184,62.00,50.0,24,185.899993896484,143.600006103516,72.66,10.15,3.19083595275879
161130.800,12,100.61,32.6,39°32.175252 N,122°19.607442 W,0,1,0,0,91.69,-2.88,49299.000,1,38.300,886.47,0.78,0.05,-4.72,-2.86256696716994,80.56,0.100,0.94,500,13.6000003814697,0,0.189999997615814,255,85.50,4362,-50.00,43,255,0.60,-0.93,-0.44,100.50,5.17000007629395,62.00,51.0,23,185.899993896484,143.600006103516,74.98,8.70,2.75572204589844
161130.900,12,100.27,30.4,39°32.176566 N,122°19.606476 W,0,1,0,0,91.63,-2.84,49399.000,1,38.400,889.26,1.12,-0.09,-4.80,-2.83622873327084,79.09,0.100,0.98,500,13.6000003814697,0,0.200000002980232,255,85.50,4351,-50.00,43,255,0.70,-0.99,-0.40,100.10,5.07000017166138,62.00,51.0,23,185.899993896484,143.600006103516,73.53,10.15,2.90075993537903
161131.000,12,100.29,28.3,39°32.177904 N,122°19.605570 W,0,1,0,0,91.58,-2.81,49499.000,1,38.500,892.05,1.04,0.01,-4.89,-2.79982451242372,80.16,0.100,0.99,500,13.6000003814697,0,0.270000010728836,255,85.50,4351,-50.00,43,255,0.70,-0.99,-0.40,99.80,5,62.00,49.0,23,185.899993896484,143.600006103516,72.52,10.15,3.91602611541748
161131.100,12,100.19,26.7,39°32.179254 N,122°19.604712 W,0,1,0,0,91.52,-2.77,49599.000,1,38.600,894.83,0.79,-0.03,-4.97,-2.76679841897233,82.98,0.100,0.95,500,13.6000003814697,0,0.239999994635582,255,85.50,4340,-50.00,43,255,0.60,-0.99,-0.40,99.60,5.01999998092651,62.00,49.0,23,185.899993896484,143.600006103516,72.81,8.70,3.48091197013855
161131.200,12,99.85,24.5,39°32.180628 N,122°19.603926 W,0,1,0,0,91.52,-2.70,49699.000,1,38.700,897.61,1.06,-0.09,-5.04,-2.70397484301924,80.64,0.100,0.97,500,13.6000003814697,0,0.209999993443489,255,85.50,4332,-50.00,43,255,0.70,-0.99,-0.40,99.20,4.88000011444092,62.00,45.0,23,185.899993896484,143.600006103516,70.78,10.15,3.0457980632782
161131.300,12,99.69,22.6,39°32.182020 N,122°19.603206 W,0,1,0,0,91.46,-2.63,49799.000,1,38.800,900.38,0.94,-0.05,-5.12,-2.63614569018266,81.15,0.100,0.97,500,13.6000003814697,0,0.189999997615814,255,85.50,4332,-50.00,43,255,0.70,-0.96,-0.43,99.10,5.03000020980835,62.00,45.0,25,185.899993896484,143.600006103516,72.95,10.15,2.75572204589844
161131.400,12,99.43,20.8,39°32.183430 N,122°19.602540 W,0,1,0,0,91.49,-2.48,49899.000,1,38.900,903.15,0.90,-0.08,-5.20,-2.49836560221272,82.66,0.100,0.95,500,13.6000003814697,0,0.270000010728836,255,85.50,4327,-50.00,43,255,0.70,-0.96,-0.43,98.90,4.8899998664856,62.00,38.0,25,185.899993896484,143.600006103516,70.92,10.15,3.91602611541748
161131.500,12,99.45,19.1,39°32.184858 N,122°19.601934 W,0,1,0,0,91.47,-2.41,49999.000,1,39.000,905.91,0.85,0.01,-5.27,-2.42524182033905,81.76,0.100,0.93,500,13.6000003814697,0,0.270000010728836,255,85.50,4327,-50.00,43,255,0.70,-0.96,-0.43,98.90,4.8899998664856,62.00,37.0,26,185.899993896484,143.600006103516,70.92,10.15,3.91602611541748
161131.600,12,99.27,17.3,39°32.186286 N,122°19.601400 W,0,1,0,0,91.37,-2.45,50099.000,1,39.100,908.67,0.87,-0.05,-5.34,-2.46600181323663,84.56,0.100,0.92,500,13.6000003814697,0,0.200000002980232,255,85.50,4317,-50.00,43,255,0.70,-0.96,-0.43,98.90,4.90999984741211,62.00,36.0,26,185.899993896484,143.600006103516,71.21,10.15,2.90075993537903
161131.700,12,99.14,15.6,39°32.187732 N,122°19.600914 W,0,1,0,0,91.36,-2.34,50199.000,1,39.200,911.42,0.86,-0.04,-5.41,-2.36036999303993,86.69,0.100,0.91,500,13.6000003814697,0,0.189999997615814,255,85.50,4312,-50.00,43,255,0.70,-0.74,-0.31,98.80,4.84000015258789,62.00,36.0,26,185.899993896484,143.600006103516,70.20,10.15,2.75572204589844
161131.800,12,99.25,14.1,39°32.189184 N,122°19.600464 W,0,1,0,0,91.32,-2.30,50299.000,1,39.300,914.18,0.71,0.03,-5.48,-2.32136380123322,87.88,0.100,0.87,500,13.6000003814697,0,0.200000002980232,255,85.50,4307,-50.00,43,255,0.70,-0.74,-0.31,98.80,4.94999980926514,62.00,39.0,25,185.899993896484,143.600006103516,71.79,10.15,2.90075993537903
161131.900,12,99.39,12.7,39°32.190654 N,122°19.600056 W,0,1,0,0,91.30,-2.20,50399.000,1,39.400,916.94,0.68,0.04,-5.54,-2.2095889721789,93.73,0.100,0.83,500,13.6000003814697,0,0.159999996423721,255,85.50,4300,-50.00,43,255,0.70,-0.74,-0.31,99.00,4.80999994277954,62.00,39.0,24,185.899993896484,143.600006103516,69.76,10.15,2.32060790061951
161132.000,12,99.04,11.1,39°32.192124 N,122°19.599702 W,0,1,0,0,91.34,-2.09,50499.000,1,39.500,919.69,0.82,-0.10,-5.61,-2.10823909531502,95.19,0.100,0.83,500,13.6000003814697,0,0.209999993443489,255,85.50,4295,-50.00,43,255,0.70,-0.74,-0.31,98.90,4.84999990463257,62.00,45.0,24,185.899993896484,143.600006103516,70.34,10.15,3.0457980632782
161132.100,12,98.89,9.3,39°32.193600 N,122°19.599408 W,0,1,0,0,91.37,-1.98,50599.000,1,39.600,922.44,0.86,-0.04,-5.67,-2.00232593416595,95.66,0.100,0.84,500,13.6000003814697,0,0.209999993443489,255,85.50,4295,-50.00,43,255,0.70,-0.93,-0.34,98.70,4.92000007629395,62.00,54.0,23,185.899993896484,143.600006103516,71.36,10.15,3.0457980632782
161132.200,12,99.35,7.3,39°32.195094 N,122°19.599186 W,0,1,0,0,91.33,-1.94,50699.000,1,39.700,925.20,0.99,0.13,-5.73,-1.95673836676766,93.75,0.100,0.87,500,13.6000003814697,0,0.200000002980232,255,85.50,4270,-50.00,43,255,0.70,-0.93,-0.34,98.10,4.96000003814697,62.00,54.0,23,185.899993896484,143.600006103516,71.94,10.15,2.90075993537903
161132.300,12,98.74,5.6,39°32.196570 N,122°19.599012 W,0,1,0,0,91.35,-1.87,50799.000,1,39.800,927.95,0.84,-0.17,-5.78,-1.89581139107186,93.67,0.100,0.86,500,13.6000003814697,0,0.159999996423721,255,85.50,4265,-50.00,43,255,0.70,-0.93,-0.34,98.00,4.98000001907349,62.00,52.0,26,185.899993896484,143.600006103516,72.23,10.15,2.32060790061951
161132.400,12,98.52,3.4,39°32.198046 N,122°19.598916 W,0,1,0,0,91.36,-1.80,50899.000,1,39.900,930.69,1.05,-0.06,-5.84,-1.82702165020655,90.31,0.100,0.90,500,13.6000003814697,0,0.219999998807907,255,85.50,4265,-50.00,43,255,0.60,-0.93,-0.34,97.50,4.96000003814697,62.00,52.0,26,185.899993896484,143.600006103516,71.94,8.70,3.19083595275879
161132.500,12,98.63,1.3,39°32.199528 N,122°19.598892 W,0,1,0,0,91.32,-1.80,50999.000,1,40.000,933.43,1.03,0.03,-5.89,-1.82494702584328,85.69,0.100,0.93,500,13.6000003814697,0,0.159999996423721,255,85.50,4328,-50.00,43,255,0.70,-1.04,-0.35,97.40,5.05000019073486,62.00,50.0,39,185.899993896484,143.600006103516,73.24,10.15,2.32060790061951
161132.600,12,98.47,359.0,39°32.200998 N,122°19.598952 W,0,1,0,0,91.30,-1.76,51099.000,1,40.100,936.16,1.12,-0.05,-5.95,-1.79146312977952,79.85,0.100,0.96,500,13.6000003814697,0,0.180000007152557,255,85.50,4311,-50.00,43,255,0.70,-1.04,-0.35,97.60,4.96000003814697,62.00,47.0,42,185.899993896484,143.600006103516,71.94,10.15,2.61068391799927
161132.700,12,98.71,357.1,39°32.202480 N,122°19.599072 W,0,1,0,0,91.29,-1.73,51199.000,1,40.200,938.90,0.92,0.07,-6.00,-1.7506179843579,78.82,0.100,0.96,500,13.6000003814697,0,0.170000001788139,255,85.50,4311,-50.00,43,255,0.70,-1.04,-0.35,98.10,5.01000022888184,62.00,46.0,42,185.899993896484,143.600006103516,72.66,10.15,2.46564602851868
161132.800,12,99.15,355.0,39°32.203962 N,122°19.599258 W,0,1,0,0,91.28,-1.66,51299.000,1,40.300,941.65,1.01,0.13,-6.05,-1.67017982672893,77.45,0.100,0.97,500,13.6000003814697,0,0.0900000035762787,255,85.50,4327,-50.00,43,255,0.70,-1.04,-0.35,98.80,5.05000019073486,62.00,46.0,51,185.899993896484,143.600006103516,73.24,10.15,1.30534195899963
161132.900,12,99.39,353.4,39°32.205450 N,122°19.599498 W,0,1,0,0,91.26,-1.62,51399.000,1,40.400,944.41,0.82,0.07,-6.09,-1.63002465160739,79.51,0.100,0.94,500,13.6000003814697,0,0.259999990463257,255,84.70,4342,-50.00,43,255,0.70,-0.85,-0.18,98.90,4.98999977111816,62.00,46.0,53,184.460006713867,143.600006103516,72.37,10.15,3.77098798751831
161133.000,12,99.94,351.6,39°32.206938 N,122°19.599798 W,0,1,0,0,91.28,-1.55,51499.000,1,40.500,947.18,0.85,0.16,-6.14,-1.54888286323204,79.96,0.100,0.93,500,13.6000003814697,0,0.200000002980232,255,84.70,4391,-50.00,43,255,0.70,-0.85,-0.18,98.80,5.03000020980835,62.00,46.0,56,184.460006713867,143.600006103516,72.95,10.15,2.90075993537903
161133.100,12,100.01,349.6,39°32.208414 N,122°19.600170 W,0,1,0,0,91.31,-1.44,51599.000,1,40.600,949.95,1.01,0.02,-6.19,-1.43982722073351,80.72,0.100,0.94,500,13.6000003814697,0,0.200000002980232,255,84.70,4391,-50.00,43,255,0.70,-0.85,-0.18,99.40,4.96000003814697,62.00,45.0,56,184.460006713867,143.600006103516,71.94,10.15,2.90075993537903
161133.200,12,100.90,348.0,39°32.209908 N,122°19.600590 W,0,1,0,0,91.33,-1.40,51699.000,1,40.700,952.74,0.78,0.25,-6.23,-1.39146291909892,84.80,0.100,0.92,500,13.6000003814697,0,0.189999997615814,255,84.70,4402,-50.00,43,255,0.70,-0.85,-0.18,100.00,4.82999992370605,62.00,44.0,56,184.460006713867,143.600006103516,70.05,10.15,2.75572204589844
161133.300,12,101.14,346.5,39°32.211384 N,122°19.601064 W,0,1,0,0,91.33,-1.37,51799.000,1,40.800,955.55,0.79,0.07,-6.27,-1.35255383520199,89.89,0.100,0.89,500,13.6000003814697,0,0.140000000596046,255,84.70,4435,-50.00,43,255,0.70,-0.81,-0.18,100.30,4.82999992370605,62.00,44.0,58,184.460006713867,143.600006103516,70.05,10.15,2.03053188323975
161133.400,12,101.59,344.7,39°32.212854 N,122°19.601598 W,0,1,0,0,91.32,-1.37,51899.000,1,40.900,958.36,0.87,0.13,-6.31,-1.3466555101639,91.39,0.100,0.89,500,13.6000003814697,0,0.170000001788139,255,84.70,4452,-50.00,43,255,0.70,-0.81,-0.18,100.60,4.84999990463257,62.00,44.0,59,184.460006713867,143.600006103516,70.34,10.15,2.46564602851868
161133.500,12,101.98,343.1,39°32.214318 N,122°19.602192 W,0,1,0,0,91.33,-1.33,51999.000,1,41.000,961.19,0.80,0.11,-6.35,-1.30612565085653,95.43,0.100,0.87,500,13.6000003814697,0,0.159999996423721,255,84.70,4482,-50.00,43,255,0.70,-0.81,-0.18,101.00,4.78000020980835,62.00,44.0,62,184.460006713867,143.600006103516,69.33,10.15,2.32060790061951
161133.600,12,102.33,341.0,39°32.215776 N,122°19.602864 W,0,1,0,0,91.39,-1.19,52099.000,1,41.100,964.03,1.06,0.10,-6.39,-1.16090448922157,92.43,0.100,0.91,500,13.6000003814697,0,0.25,255,84.70,4520,-50.00,43,255,0.70,-0.81,-0.18,101.60,4.71000003814697,62.00,43.0,62,184.460006713867,143.600006103516,68.31,10.15,3.62595009803772
161133.700,12,102.84,339.3,39°32.217222 N,122°19.603590 W,0,1,0,0,91.44,-1.08,52199.000,1,41.200,966.88,0.90,0.14,-6.42,-1.05019545304265,92.54,0.100,0.91,500,13.6000003814697,0,0.180000007152557,255,84.70,4520,-50.00,43,255,0.70,-0.79,-0.24,101.60,4.65999984741211,62.00,39.0,64,184.460006713867,143.600006103516,67.59,10.15,2.61068391799927
161133.800,12,103.39,337.7,39°32.218662 N,122°19.604370 W,0,1,0,0,91.45,-1.04,52299.000,1,41.300,969.74,0.78,0.16,-6.46,-1.00974930362117,97.05,0.100,0.89,500,13.6000003814697,0,0.180000007152557,255,84.70,4527,-50.00,43,255,0.70,-0.79,-0.24,102.00,4.6399998664856,62.00,36.0,66,184.460006713867,143.600006103516,67.30,10.15,2.61068391799927
161133.900,12,104.09,336.0,39°32.220102 N,122°19.605210 W,0,1,0,0,91.52,-0.94,52399.000,1,41.400,972.63,0.88,0.20,-6.49,-0.899187273041674,96.51,0.100,0.90,500,13.6000003814697,0,0.170000001788139,255,84.70,4527,-50.00,43,255,0.70,-0.79,-0.24,103.20,4.53000020980835,62.00,39.0,67,184.460006713867,143.600006103516,65.70,10.15,2.46564602851868
161134.000,12,104.45,334.4,39°32.221518 N,122°19.606104 W,0,1,0,0,91.54,-0.86,52499.000,1,41.500,975.52,0.83,0.10,-6.52,-0.827190043082815,96.62,0.100,0.88,500,13.6000003814697,0,0.159999996423721,255,84.70,4560,-50.00,43,255,0.70,-0.79,-0.24,103.70,4.40000009536743,62.00,39.0,67,184.460006713867,143.600006103516,63.82,10.15,2.32060790061951
161134.100,12,105.16,332.8,39°32.222922 N,122°19.607058 W,0,1,0,0,91.57,-0.79,52599.000,1,41.600,978.43,0.84,0.20,-6.55,-0.753166723724752,98.36,0.100,0.88,500,13.6000003814697,0,0.150000005960464,255,84.70,4610,-50.00,43,255,0.70,-0.75,-0.09,104.10,4.38000011444092,63.00,39.0,68,184.460006713867,145.399993896484,63.53,10.15,2.17557001113892
161134.200,12,105.51,331.5,39°32.224314 N,122°19.608048 W,0,1,0,0,91.56,-0.79,52699.000,1,41.700,981.36,0.67,0.10,-6.57,-0.750625521267723,101.20,0.100,0.84,500,13.6000003814697,0,0.140000000596046,255,84.70,4628,-50.00,43,255,0.70,-0.75,-0.09,104.40,4.32999992370605,63.00,38.0,69,184.460006713867,145.399993896484,62.80,10.15,2.03053188323975
161134.300,12,106.08,330.0,39°32.225688 N,122°19.609104 W,0,1,0,0,91.57,-0.72,52799.000,1,41.800,984.30,0.79,0.16,-6.60,-0.678726633421631,107.20,0.100,0.83,500,13.6000003814697,0,0.170000001788139,255,84.70,4683,-50.00,43,255,0.70,-0.75,-0.09,105.40,4.26999998092651,63.00,38.0,71,184.460006713867,145.399993896484,61.93,10.15,2.46564602851868
161134.400,12,106.79,328.5,39°32.227056 N,122°19.610214 W,0,1,0,0,91.62,-0.61,52899.000,1,41.900,987.25,0.80,0.20,-6.62,-0.573103467650557,110.39,0.100,0.83,500,13.6000003814697,0,0.159999996423721,255,84.70,4683,-50.00,43,255,0.70,-0.75,-0.09,105.70,4.26000022888184,63.00,38.0,71,184.460006713867,145.399993896484,61.79,10.15,2.32060790061951
161134.500,12,107.16,326.9,39°32.228400 N,122°19.611372 W,0,1,0,0,91.67,-0.54,52999.000,1,42.000,990.23,0.85,0.11,-6.64,-0.503928778066033,110.00,0.100,0.83,500,13.6000003814697,0,0.119999997317791,255,84.70,4720,-50.00,43,255,0.70,-0.82,-0.17,106.50,4.25,63.00,39.0,72,184.460006713867,145.399993896484,61.64,10.15,1.74045598506927
161134.600,12,107.73,325.2,39°32.229726 N,122°19.612590 W,0,1,0,0,91.71,-0.43,53099.000,1,42.100,993.21,0.90,0.16,-6.66,-0.400987617650881,110.81,0.100,0.85,500,13.6000003814697,0,0.159999996423721,255,84.70,4726,-50.00,43,255,0.70,-0.82,-0.17,106.80,4.25,63.00,39.0,72,184.460006713867,145.399993896484,61.64,10.15,2.32060790061951
161134.700,12,108.42,323.9,39°32.231034 N,122°19.613850 W,0,1,0,0,91.72,-0.40,53199.000,1,42.200,996.21,0.70,0.19,-6.67,-0.365242895748978,114.60,0.100,0.83,500,13.6000003814697,0,0.189999997615814,255,84.70,4726,-50.00,43,255,0.70,-0.82,-0.17,107.00,4.21999979019165,63.00,38.0,73,184.460006713867,145.399993896484,61.21,10.15,2.75572204589844
161134.800,12,108.94,322.5,39°32.232306 N,122°19.615176 W,0,1,0,0,91.61,-0.47,53299.000,1,42.300,999.23,0.76,0.15,-6.69,-0.429582442194542,117.29,0.100,0.82,500,13.6000003814697,0,0.180000007152557,255,84.70,4772,-50.00,43,255,0.70,-0.82,-0.17,107.80,4.23000001907349,63.00,38.0,73,184.460006713867,145.399993896484,61.35,10.15,2.61068391799927
