UTC time,Satellites,Speed (km/h),Heading (Degrees),Latitude,Longitude,BrakeTrigger,Dgps,Wav file,Dual Antenna Status,Height (m),Vertical velocity (km/h),Avi sync time (s),Avi file index,Elapsed time (s),Distance (m),Lateral acceleration (g),Longitudinal acceleration (g),Relative height (m),Gradient (%),Radius of turn (m),sampleperiod (s),ComboAcc (g),Air Fuel Ratio ((null)),Battery Voltage (V),Brake Position (%),Brake Pressure (bar),Clutch Position (%),Coolant Temperature (°C),Engine Speed (rpm),Exhaust Temperature (°C),Fuel Level (%),Gear ((null)),Head Temperature (°C),Indicated Lateral Acceleration (g),Indicated Longitudinal Acceleration (g),Indicated Vehicle Speed (km/h),Oil Pressure (bar),Oil Temperature (°C),Steering Angle (Degrees),Throttle Position (%),Water Temp (Calc) (F),Oil Temp (Calc) (F),Oil Press (Calc) (psi),Water Press (Calc) (psi),Brake Press (Calc) ((null))
161052.500,12,16.52,52.6,39°32.447112 N,122°19.910814 W,0,0,0,0,104.62,-0.14,10999.000,1,0.000,0.00,0.00,0.00,0.00,0,0.00,0.100,0.20,500,13.6000003814697,0,0.150000005960464,255,78.70,2492,-50.00,43,255,0.40,0.27,-0.19,17.10,4.82999992370605,50.00,-1024.0,23,173.660003662109,122,70.05,5.80,2.17557001113892
161052.600,12,16.93,55.8,39°32.447244 N,122°19.910532 W,0,0,0,0,104.62,-0.11,11099.000,1,0.100,0.46,-0.27,0.12,0.00,-0.637770166528877,0.00,0.100,0.22,500,13.6000003814697,0,0.129999995231628,255,78.70,2492,-50.00,43,255,0.40,0.27,-0.19,17.50,4.80999994277954,50.00,-1024.0,23,173.660003662109,122,69.76,5.80,1.88549399375916
161052.700,12,17.53,58.5,39°32.447376 N,122°19.910226 W,0,0,0,0,104.62,-0.11,11199.000,1,0.200,0.94,-0.23,0.17,-0.01,-0.616262482168331,0.00,0.100,0.24,500,13.6000003814697,0,0.150000005960464,255,78.70,2602,-50.00,43,255,0.40,0.27,-0.19,17.90,4.78999996185303,50.00,-1024.0,23,173.660003662109,122,69.47,5.80,2.17557001113892
161052.800,12,17.97,61.7,39°32.447490 N,122°19.909908 W,0,0,0,0,104.58,-0.14,11299.000,1,0.300,1.44,-0.29,0.13,-0.01,-0.801290968783039,0.00,0.100,0.26,500,13.6000003814697,0,0.159999996423721,255,78.70,2672,-50.00,43,255,0.40,0.27,-0.19,18.10,4.78999996185303,50.00,-1024.0,23,173.660003662109,122,69.47,5.80,2.32060790061951
161052.900,12,18.10,63.8,39°32.447598 N,122°19.909590 W,0,0,0,0,104.55,-0.18,11399.000,1,0.400,1.94,-0.18,0.04,-0.01,-0.994639995579378,9.71,0.100,0.23,500,13.6000003814697,0,0.129999995231628,255,78.70,2672,-50.00,43,255,0.40,0.21,-0.16,18.40,4.82000017166138,50.00,-1024.0,23,173.660003662109,122,69.91,5.80,1.88549399375916
161053.000,12,18.55,66.6,39°32.447694 N,122°19.909248 W,0,0,0,0,104.50,-0.22,11499.000,1,0.500,2.45,-0.26,0.13,-0.02,-1.16460883161697,10.15,0.100,0.24,500,13.6000003814697,0,0.150000005960464,255,78.70,2785,-50.00,43,255,0.40,0.21,-0.16,18.90,4.86999988555908,50.00,-1024.0,23,173.660003662109,122,70.63,5.80,2.17557001113892
161053.100,12,19.25,69.4,39°32.447784 N,122°19.908882 W,0,0,0,0,104.49,-0.25,11599.000,1,0.600,2.97,-0.27,0.20,-0.02,-1.30888692671272,10.75,0.100,0.28,500,13.6000003814697,0,0.200000002980232,255,78.70,2855,-50.00,43,255,0.40,0.21,-0.16,19.60,4.80999994277954,50.00,-1024.0,23,173.660003662109,122,69.76,5.80,2.90075993537903
161053.200,12,19.74,72.2,39°32.447862 N,122°19.908504 W,0,0,0,0,104.46,-0.25,11699.000,1,0.700,3.51,-0.28,0.14,-0.03,-1.27646641677642,11.21,0.100,0.28,500,13.6000003814697,0,0.150000005960464,255,78.70,2855,-50.00,43,255,0.40,0.21,-0.16,20.00,4.88000011444092,50.00,-1024.0,23,173.660003662109,122,70.78,5.80,2.17557001113892
161053.300,12,20.03,74.3,39°32.447928 N,122°19.908126 W,0,0,0,0,104.44,-0.25,11799.000,1,0.800,4.07,-0.21,0.08,-0.04,-1.25811283075387,12.07,0.100,0.26,500,13.6000003814697,0,0.189999997615814,255,78.70,2928,-50.00,43,255,0.40,0.13,-0.16,20.40,4.84999990463257,50.00,-1024.0,23,173.660003662109,122,70.34,5.80,2.75572204589844
161053.400,12,20.79,76.6,39°32.447988 N,122°19.907724 W,0,0,0,0,104.39,-0.29,11899.000,1,0.900,4.63,-0.24,0.21,-0.04,-1.38554796497643,12.76,0.100,0.29,500,13.6000003814697,0,0.159999996423721,255,79.50,3055,-50.00,43,255,0.40,0.13,-0.16,20.90,4.94000005722046,50.00,-1024.0,23,175.100006103516,122,71.65,5.80,2.32060790061951
161053.500,12,21.04,79.3,39°32.448030 N,122°19.907316 W,0,0,0,0,104.37,-0.25,11999.000,1,1.000,5.21,-0.27,0.07,-0.05,-1.19800332778702,13.37,0.100,0.27,500,13.6000003814697,0,0.129999995231628,255,79.50,3131,-50.00,43,255,0.40,0.13,-0.16,21.00,4.86999988555908,50.00,-1024.0,23,175.100006103516,122,70.63,5.80,1.88549399375916
161053.600,12,21.56,80.9,39°32.448072 N,122°19.906896 W,0,0,0,0,104.35,-0.25,12099.000,1,1.100,5.80,-0.18,0.15,-0.06,-1.16899383031034,13.99,0.100,0.26,500,13.6000003814697,0,0.170000001788139,255,79.50,3248,-50.00,43,255,0.40,0.13,-0.16,21.60,4.88000011444092,50.00,-1024.0,22,175.100006103516,122,70.78,5.80,2.46564602851868
161053.700,12,22.20,82.5,39°32.448108 N,122°19.906464 W,0,0,0,0,104.33,-0.25,12199.000,1,1.200,6.41,-0.17,0.18,-0.06,-1.13523740877557,15.52,0.100,0.27,500,13.6000003814697,0,0.209999993443489,255,79.50,3248,-50.00,43,255,0.40,0.06,-0.16,22.10,4.90000009536743,50.00,-1024.0,22,175.100006103516,122,71.07,5.80,3.0457980632782
161053.800,12,22.46,84.0,39°32.448132 N,122°19.906032 W,0,0,0,0,104.28,-0.29,12299.000,1,1.300,7.03,-0.16,0.07,-0.07,-1.28245090617625,17.15,0.100,0.24,500,13.6000003814697,0,0.209999993443489,255,79.50,3315,-50.00,43,255,0.40,0.06,-0.16,22.40,4.94999980926514,50.00,-1024.0,22,175.100006103516,122,71.79,5.80,3.0457980632782
161053.900,12,22.95,85.2,39°32.448150 N,122°19.905588 W,0,0,0,0,104.23,-0.32,12399.000,1,1.400,7.66,-0.14,0.14,-0.08,-1.41151868955302,19.81,0.100,0.23,500,13.6000003814697,0,0.209999993443489,255,79.50,3377,-50.00,43,255,0.40,0.06,-0.16,22.60,4.92000007629395,50.00,-1024.0,22,175.100006103516,122,71.36,5.80,3.0457980632782
161054.000,12,23.49,86.3,39°32.448162 N,122°19.905132 W,0,0,0,0,104.22,-0.29,12499.000,1,1.500,8.31,-0.14,0.15,-0.09,-1.22584489656934,21.81,0.100,0.23,500,13.6000003814697,0,0.259999990463257,255,79.50,3465,-50.00,43,255,0.40,0.06,-0.16,23.10,4.90000009536743,50.00,-1024.0,21,175.100006103516,122,71.07,5.80,3.77098798751831
161054.100,12,23.61,86.8,39°32.448180 N,122°19.904670 W,0,0,0,0,104.19,-0.29,12599.000,1,1.600,8.96,-0.05,0.03,-0.09,-1.21987377694947,25.88,0.100,0.18,500,13.6000003814697,0,0.209999993443489,255,79.50,3465,-50.00,43,255,0.50,-0.02,-0.17,23.80,4.92999982833862,50.00,-1024.0,21,175.100006103516,122,71.50,7.25,3.0457980632782
161054.200,12,24.11,87.7,39°32.448186 N,122°19.904202 W,0,0,0,0,104.15,-0.32,12699.000,1,1.700,9.63,-0.11,0.14,-0.10,-1.34367353709617,31.70,0.100,0.19,500,13.6000003814697,0,0.189999997615814,255,79.50,3530,-50.00,43,255,0.50,-0.02,-0.17,23.80,4.86999988555908,50.00,-1024.0,21,175.100006103516,122,70.63,7.25,2.75572204589844
161054.300,12,24.39,88.5,39°32.448186 N,122°19.903728 W,0,0,0,0,104.12,-0.32,12799.000,1,1.800,10.30,-0.09,0.08,-0.11,-1.32863118182564,36.03,0.100,0.17,500,13.6000003814697,0,0.200000002980232,255,79.50,3530,-50.00,43,255,0.40,-0.02,-0.17,24.20,4.92999982833862,50.00,-1024.0,21,175.100006103516,122,71.50,5.80,2.90075993537903
161054.400,12,24.51,88.8,39°32.448192 N,122°19.903254 W,0,0,0,0,104.09,-0.32,12899.000,1,1.900,10.98,-0.04,0.04,-0.12,-1.32180156657963,43.43,0.100,0.13,500,13.6000003814697,0,0.209999993443489,255,79.50,3615,-50.00,43,255,0.40,-0.02,-0.17,24.70,4.92000007629395,50.00,-1024.0,21,175.100006103516,122,71.36,5.80,3.0457980632782
161054.500,12,24.96,88.4,39°32.448204 N,122°19.902762 W,0,0,0,0,104.06,-0.36,12999.000,1,2.000,11.66,0.05,0.13,-0.13,-1.44259667401322,63.04,0.100,0.13,500,13.6000003814697,0,0.170000001788139,255,79.50,3665,-50.00,43,255,0.50,-0.04,-0.20,24.70,4.92999982833862,50.00,-1024.0,21,175.100006103516,122,71.50,7.25,2.46564602851868
161054.600,12,25.14,89.1,39°32.448204 N,122°19.902276 W,0,0,0,0,104.02,-0.40,13099.000,1,2.100,12.36,-0.09,0.05,-0.14,-1.57505369501233,70.47,0.100,0.11,500,13.6000003814697,0,0.129999995231628,255,79.50,3747,-50.00,43,255,0.50,-0.04,-0.20,25.10,4.98000001907349,50.00,-1024.0,22,175.100006103516,122,72.23,7.25,1.88549399375916
161054.700,12,25.50,89.3,39°32.448204 N,122°19.901778 W,0,0,0,0,103.99,-0.40,13199.000,1,2.200,13.06,-0.03,0.10,-0.15,-1.55281938671477,93.98,0.100,0.11,500,13.6000003814697,0,0.159999996423721,255,79.50,3772,-50.00,43,255,0.50,-0.04,-0.20,25.20,4.90999984741211,50.00,-1024.0,21,175.100006103516,122,71.21,7.25,2.32060790061951
161054.800,12,25.60,89.1,39°32.448216 N,122°19.901286 W,0,0,0,0,103.96,-0.40,13299.000,1,2.300,13.77,0.03,0.03,-0.16,-1.546875,124.98,0.100,0.08,500,13.6000003814697,0,0.200000002980232,255,79.50,3772,-50.00,43,255,0.50,-0.04,-0.20,25.60,4.96999979019165,50.00,-1024.0,22,175.100006103516,122,72.08,7.25,2.90075993537903
161054.900,12,26.11,89.6,39°32.448210 N,122°19.900776 W,0,0,0,0,103.93,-0.40,13399.000,1,2.400,14.49,-0.07,0.14,-0.17,-1.51660219830723,154.49,0.100,0.12,500,13.6000003814697,0,0.230000004172325,255,79.50,3816,-50.00,43,255,0.50,0.06,-0.18,25.80,4.92000007629395,50.00,-1024.0,22,175.100006103516,122,71.36,7.25,3.33587408065796
161055.000,12,26.46,90.5,39°32.448204 N,122°19.900260 W,0,0,0,0,103.91,-0.40,13499.000,1,2.500,15.22,-0.11,0.10,-0.18,-1.49659863945578,149.11,0.100,0.12,500,13.6000003814697,0,0.219999998807907,255,79.50,3848,-50.00,43,255,0.50,0.06,-0.18,26.00,4.90000009536743,50.00,-1024.0,22,175.100006103516,122,71.07,7.25,3.19083595275879
161055.100,12,26.49,90.2,39°32.448204 N,122°19.899750 W,0,0,0,0,103.89,-0.40,13599.000,1,2.600,15.96,0.04,0.01,-0.19,-1.49496017214693,216.20,0.100,0.07,500,13.6000003814697,0,0.189999997615814,255,79.50,3915,-50.00,43,255,0.50,0.06,-0.18,26.40,4.96000003814697,50.00,-1024.0,21,175.100006103516,122,71.94,7.25,2.75572204589844
161055.200,12,26.60,90.6,39°32.448192 N,122°19.899234 W,0,1,0,0,103.86,-0.40,13766.000,1,2.700,16.69,-0.06,0.03,-0.20,-1.48872180451128,132.95,0.100,0.06,500,13.6000003814697,0,0.140000000596046,255,79.50,3958,-50.00,43,255,0.50,0.06,-0.18,26.70,5.01000022888184,50.00,-1024.0,21,175.100006103516,122,72.66,7.25,2.03053188323975
161055.300,12,26.69,91.1,39°32.448174 N,122°19.898712 W,0,1,0,0,103.82,-0.43,13799.000,1,2.800,17.44,-0.06,0.03,-0.21,-1.61858373922818,154.47,0.100,0.06,500,13.6000003814697,0,0.219999998807907,255,79.50,3958,-50.00,43,255,0.50,0.09,-0.21,26.60,4.94000005722046,50.00,-1024.0,21,175.100006103516,122,71.65,7.25,3.19083595275879
161055.400,12,27.04,91.8,39°32.448150 N,122°19.898184 W,0,1,0,0,103.78,-0.43,13899.000,1,2.900,18.18,-0.10,0.10,-0.22,-1.59763313609467,122.21,0.100,0.09,500,13.6000003814697,0,0.129999995231628,255,79.50,4026,-50.00,43,255,0.50,0.09,-0.21,26.80,4.98999977111816,50.00,-1024.0,21,175.100006103516,122,72.37,7.25,1.88549399375916
161055.500,12,27.65,92.0,39°32.448132 N,122°19.897650 W,0,1,0,0,103.77,-0.43,13999.000,1,3.000,18.94,-0.03,0.17,-0.23,-1.56227397656589,104.93,0.100,0.13,500,13.6000003814697,0,0.239999994635582,255,79.50,4026,-50.00,43,255,0.50,0.09,-0.21,27.30,4.94000005722046,50.00,-1024.0,21,175.100006103516,122,71.65,7.25,3.48091197013855
161055.600,12,27.55,93.7,39°32.448084 N,122°19.897122 W,0,1,0,0,103.72,-0.43,14099.000,1,3.100,19.71,-0.23,-0.03,-0.25,-1.56822884524631,75.24,0.100,0.10,500,13.6000003814697,0,0.180000007152557,255,79.50,4032,-50.00,43,255,0.50,0.09,-0.21,27.70,4.90000009536743,50.00,-1024.0,21,175.100006103516,122,71.07,7.25,2.61068391799927
161055.700,12,27.70,94.7,39°32.448042 N,122°19.896588 W,0,1,0,0,103.69,-0.43,14199.000,1,3.200,20.47,-0.14,0.04,-0.26,-1.55984834807727,72.55,0.100,0.11,500,13.6000003814697,0,0.200000002980232,255,79.50,4047,-50.00,43,255,0.50,0.14,-0.28,27.80,4.84000015258789,50.00,-1024.0,7,175.100006103516,122,70.20,7.25,2.90075993537903
161055.800,12,27.48,94.2,39°32.448012 N,122°19.896060 W,0,1,0,0,103.63,-0.50,14299.000,1,3.300,21.24,0.07,-0.06,-0.27,-1.8343949044586,75.23,0.100,0.07,500,13.6000003814697,0,0.170000001788139,255,79.50,3797,-50.00,43,255,0.50,0.14,-0.28,27.70,4.63000011444092,50.00,-1024.0,0,175.100006103516,122,67.15,7.25,2.46564602851868
161055.900,12,27.64,95.7,39°32.447952 N,122°19.895526 W,0,1,0,0,103.58,-0.54,14399.000,1,3.400,22.01,-0.19,0.05,-0.28,-1.95390237724789,60.97,0.100,0.09,500,13.6000003814697,0,0.170000001788139,255,79.50,3443,-50.00,43,255,0.50,0.14,-0.28,27.80,4.6399998664856,51.00,-1024.0,1,175.100006103516,123.800003051758,67.30,7.25,2.46564602851868
161056.000,12,27.66,97.0,39°32.447892 N,122°19.894992 W,0,1,0,0,103.59,-0.47,14499.000,1,3.500,22.77,-0.18,0.01,-0.30,-1.69227987705659,51.88,0.100,0.11,500,13.6000003814697,0,0.270000010728836,255,79.50,3060,-50.00,43,255,0.40,0.14,-0.28,28.00,4.73000001907349,51.00,-1024.0,1,175.100006103516,123.800003051758,68.60,5.80,3.91602611541748
161056.100,12,27.82,97.1,39°32.447832 N,122°19.894458 W,0,1,0,0,103.55,-0.50,14599.000,1,3.600,23.55,-0.02,0.05,-0.31,-1.81138585393905,58.08,0.100,0.10,500,13.6000003814697,0,0.129999995231628,255,79.50,3060,-50.00,43,255,0.40,0.15,-0.22,27.90,4.51999998092651,51.00,-1024.0,7,175.100006103516,123.800003051758,65.56,5.80,1.88549399375916
161056.200,12,27.49,99.2,39°32.447748 N,122°19.893936 W,0,1,0,0,103.51,-0.50,14699.000,1,3.700,24.31,-0.27,-0.09,-0.32,-1.83339396144052,42.77,0.100,0.13,500,13.6000003814697,0,0.140000000596046,255,79.50,2735,-50.00,43,255,0.40,0.15,-0.22,28.10,4.55000019073486,51.00,-1024.0,8,175.100006103516,123.800003051758,65.99,5.80,2.03053188323975
161056.300,12,27.95,101.2,39°32.447646 N,122°19.893402 W,0,1,0,0,103.46,-0.54,14799.000,1,3.800,25.08,-0.28,0.13,-0.34,-1.93202146690519,41.66,0.100,0.17,500,13.6000003814697,0,0.140000000596046,255,79.50,2485,-50.00,43,255,0.40,0.15,-0.22,28.00,4.44000005722046,51.00,-1024.0,9,175.100006103516,123.800003051758,64.40,5.80,2.03053188323975
161056.400,12,28.13,102.3,39°32.447544 N,122°19.892868 W,0,1,0,0,103.42,-0.58,14899.000,1,3.900,25.86,-0.16,0.05,-0.35,-2.04785437480001,41.27,0.100,0.17,500,13.6000003814697,0,0.159999996423721,255,79.50,2485,-50.00,43,255,0.40,0.15,-0.22,28.20,4.57000017166138,51.00,-1024.0,12,175.100006103516,123.800003051758,66.28,5.80,2.32060790061951
161056.500,12,27.28,103.8,39°32.447430 N,122°19.892364 W,0,1,0,0,103.36,-0.61,14999.000,1,4.000,26.63,-0.20,-0.24,-0.37,-2.24331952641032,31.73,0.100,0.19,500,13.6000003814697,0,0.129999995231628,255,79.50,2490,-50.00,43,255,0.40,0.31,-0.40,28.70,4.3600001335144,51.00,-1024.0,12,175.100006103516,123.800003051758,63.24,5.80,1.88549399375916
161056.600,12,27.58,106.1,39°32.447292 N,122°19.891848 W,0,1,0,0,103.28,-0.68,15099.000,1,4.100,27.39,-0.31,0.09,-0.38,-2.47978827538701,29.43,0.100,0.20,500,13.6000003814697,0,0.150000005960464,255,79.50,2482,-50.00,43,255,0.40,0.31,-0.40,28.20,4.61999988555908,51.00,-1024.0,32,175.100006103516,123.800003051758,67.01,5.80,2.17557001113892
161056.700,12,27.90,109.2,39°32.447130 N,122°19.891338 W,0,1,0,0,103.24,-0.68,15199.000,1,4.200,28.16,-0.43,0.09,-0.40,-2.45196443934614,25.44,0.100,0.25,500,13.6000003814697,0,0.200000002980232,255,79.50,2503,-50.00,43,255,0.40,0.31,-0.40,28.20,4.76000022888184,51.00,-1024.0,32,175.100006103516,123.800003051758,69.04,5.80,2.90075993537903
161056.800,12,28.77,111.5,39°32.446950 N,122°19.890822 W,0,1,0,0,103.17,-0.72,15299.000,1,4.300,28.95,-0.33,0.25,-0.42,-2.5027808676307,22.30,0.100,0.30,500,13.6000003814697,0,0.0999999865889549,255,79.50,2503,-50.00,43,255,0.40,0.31,-0.40,29.00,4.51000022888184,51.00,-1024.0,32,175.100006103516,123.800003051758,65.41,5.80,1.45037996768951
161056.900,12,28.99,113.8,39°32.446752 N,122°19.890312 W,0,1,0,0,103.11,-0.76,15399.000,1,4.400,29.75,-0.33,0.06,-0.44,-2.60743602124577,22.02,0.100,0.29,500,13.6000003814697,0,0.189999997615814,255,79.50,2611,-50.00,43,255,0.40,0.44,-0.16,29.50,4.13000011444092,51.00,-1024.0,33,175.100006103516,123.800003051758,59.90,5.80,2.75572204589844
161057.000,12,29.08,118.2,39°32.446518 N,122°19.889820 W,0,1,0,0,103.06,-0.79,15499.000,1,4.500,30.56,-0.63,0.03,-0.46,-2.7231467473525,19.02,0.100,0.35,500,13.6000003814697,0,0.189999997615814,255,79.50,2685,-50.00,43,255,0.50,0.44,-0.16,29.50,4.26000022888184,51.00,-1024.0,33,175.100006103516,123.800003051758,61.79,7.25,2.75572204589844
161057.100,12,30.42,120.1,39°32.446266 N,122°19.889310 W,0,1,0,0,103.00,-0.83,15599.000,1,4.600,31.39,-0.28,0.38,-0.48,-2.72153562976597,19.05,0.100,0.40,500,13.6000003814697,0,0.219999998807907,255,79.50,2685,-50.00,43,255,0.40,0.44,-0.16,30.10,4.90000009536743,51.00,-1024.0,32,175.100006103516,123.800003051758,71.07,5.80,3.19083595275879
161057.200,12,31.20,123.6,39°32.445972 N,122°19.888818 W,0,1,0,0,102.86,-0.94,15699.000,1,4.700,32.24,-0.54,0.22,-0.50,-2.9999038492356,17.57,0.100,0.43,500,13.6000003814697,0,0.180000007152557,255,79.50,2811,-50.00,43,255,0.50,0.44,-0.16,31.30,4.86999988555908,51.00,-1024.0,35,175.100006103516,123.800003051758,70.63,7.25,2.61068391799927
161057.300,12,31.80,126.7,39°32.445672 N,122°19.888320 W,0,1,0,0,102.91,-0.79,15799.000,1,4.800,33.12,-0.49,0.17,-0.52,-2.49040940821332,17.17,0.100,0.44,500,13.6000003814697,0,0.189999997615814,255,79.50,3023,-50.00,43,255,0.40,0.41,-0.13,31.60,4.51000022888184,51.00,-1024.0,35,175.100006103516,123.800003051758,65.41,5.80,2.75572204589844
161057.400,12,32.16,128.7,39°32.445360 N,122°19.887834 W,0,1,0,0,102.88,-0.79,15899.000,1,4.900,34.01,-0.31,0.10,-0.54,-2.4630695070751,18.39,0.100,0.41,500,13.6000003814697,0,0.150000005960464,255,79.50,3023,-50.00,43,255,0.50,0.41,-0.13,32.60,4.09000015258789,51.00,-1024.0,35,175.100006103516,123.800003051758,59.32,7.25,2.17557001113892
161057.500,12,32.91,132.6,39°32.445000 N,122°19.887372 W,0,1,0,0,102.83,-0.83,15999.000,1,5.000,34.91,-0.63,0.21,-0.57,-2.51587615083103,17.40,0.100,0.47,500,13.6000003814697,0,0.159999996423721,255,79.50,2985,-50.00,43,255,0.50,0.41,-0.13,33.10,4.28000020980835,51.00,-1024.0,34,175.100006103516,123.800003051758,62.08,7.25,2.32060790061951
161057.600,12,33.98,136.1,39°32.444604 N,122°19.886922 W,0,1,0,0,102.79,-0.83,16099.000,1,5.100,35.84,-0.59,0.30,-0.59,-2.43672748675692,17.02,0.100,0.52,500,13.6000003814697,0,0.140000000596046,255,79.50,2985,-50.00,43,255,0.40,0.41,-0.13,33.90,4.6399998664856,51.00,-1024.0,36,175.100006103516,123.800003051758,67.30,5.80,2.03053188323975
161057.700,12,33.82,138.2,39°32.444208 N,122°19.886490 W,0,1,0,0,102.79,-0.79,16199.000,1,5.200,36.78,-0.35,-0.05,-0.61,-2.34215584799645,18.85,0.100,0.45,500,13.6000003814697,0,0.159999996423721,255,79.50,2952,-50.00,43,255,0.40,0.53,-0.11,34.40,5.05999994277954,51.00,-1024.0,35,175.100006103516,123.800003051758,73.39,5.80,2.32060790061951
161057.800,12,34.94,142.2,39°32.443776 N,122°19.886082 W,0,1,0,0,102.80,-0.72,16299.000,1,5.300,37.74,-0.69,0.32,-0.63,-2.06055749527789,17.60,0.100,0.53,500,13.6000003814697,0,0.140000000596046,255,79.50,3115,-50.00,43,255,0.50,0.53,-0.11,35.00,5.01000022888184,51.00,-1024.0,35,175.100006103516,123.800003051758,72.66,7.25,2.03053188323975
161057.900,12,35.63,145.8,39°32.443314 N,122°19.885704 W,0,1,0,0,102.81,-0.68,16433.000,1,5.400,38.72,-0.63,0.20,-0.65,-1.91956893890495,17.90,0.100,0.56,500,13.6000003814697,0,0.170000001788139,255,79.50,3190,-50.00,43,255,0.50,0.53,-0.11,35.70,4.69000005722046,51.00,-1024.0,36,175.100006103516,123.800003051758,68.02,7.25,2.46564602851868
161058.000,12,36.31,148.1,39°32.442822 N,122°19.885350 W,0,1,0,0,102.73,-0.68,16499.000,1,5.500,39.71,-0.42,0.19,-0.67,-1.88362294495084,18.89,0.100,0.54,500,13.6000003814697,0,0.189999997615814,255,79.50,3282,-50.00,43,255,0.40,0.53,-0.11,36.50,4.25,51.00,-1024.0,36,175.100006103516,123.800003051758,61.64,5.80,2.75572204589844
161058.100,12,37.02,151.0,39°32.442330 N,122°19.885008 W,0,1,0,0,102.78,-0.61,16599.000,1,5.600,40.73,-0.52,0.20,-0.69,-1.65307114688564,18.53,0.100,0.54,500,13.6000003814697,0,0.170000001788139,255,79.50,3282,-50.00,43,255,0.50,0.41,-0.08,36.90,4.15999984741211,51.00,-1024.0,36,175.100006103516,123.800003051758,60.34,7.25,2.46564602851868
161058.200,12,37.42,153.4,39°32.441814 N,122°19.884690 W,0,1,0,0,102.76,-0.61,16699.000,1,5.700,41.77,-0.45,0.11,-0.71,-1.63557646052702,20.02,0.100,0.52,500,13.6000003814697,0,0.129999995231628,255,79.50,3413,-50.00,43,255,0.50,0.41,-0.08,37.70,4.26000022888184,51.00,-1024.0,36,175.100006103516,123.800003051758,61.79,7.25,1.88549399375916
161058.300,12,37.81,156.8,39°32.441274 N,122°19.884414 W,0,1,0,0,102.78,-0.54,16799.000,1,5.800,42.81,-0.63,0.11,-0.73,-1.42804252393293,20.34,0.100,0.54,500,13.6000003814697,0,0.129999995231628,255,79.50,3458,-50.00,43,255,0.40,0.41,-0.08,37.90,4.69000005722046,51.00,-1024.0,36,175.100006103516,123.800003051758,68.02,5.80,1.88549399375916
161058.400,12,38.50,159.0,39°32.440722 N,122°19.884156 W,0,1,0,0,102.78,-0.50,16899.000,1,5.900,43.87,-0.42,0.19,-0.75,-1.30915891734636,20.64,0.100,0.53,500,13.6000003814697,0,0.150000005960464,255,79.50,3458,-50.00,43,255,0.40,0.41,-0.08,38.90,5.03000020980835,51.00,-1024.0,36,175.100006103516,123.800003051758,72.95,5.80,2.17557001113892
161058.500,12,39.20,161.1,39°32.440152 N,122°19.883922 W,0,1,0,0,102.76,-0.50,16999.000,1,6.000,44.95,-0.41,0.20,-0.76,-1.28571428571429,23.10,0.100,0.52,500,13.6000003814697,0,0.200000002980232,255,80.20,3511,-50.00,43,255,0.50,0.37,-0.11,39.50,5.03000020980835,51.00,-1024.0,36,176.360000610352,123.800003051758,72.95,7.25,2.90075993537903
161058.600,12,40.27,163.8,39°32.439552 N,122°19.883712 W,0,1,0,0,102.78,-0.47,17099.000,1,6.100,46.05,-0.53,0.30,-0.78,-1.16206887989472,24.93,0.100,0.55,500,13.6000003814697,0,0.200000002980232,255,80.20,3525,-50.00,43,255,0.50,0.37,-0.11,39.70,4.92999982833862,51.00,-1024.0,37,176.360000610352,123.800003051758,71.50,7.25,2.90075993537903
161058.700,12,40.80,166.0,39°32.438928 N,122°19.883538 W,0,1,0,0,102.68,-0.50,17199.000,1,6.200,47.18,-0.44,0.15,-0.79,-1.23523356698201,25.49,0.100,0.52,500,13.6000003814697,0,0.150000005960464,255,80.20,3675,-50.00,43,255,0.50,0.37,-0.11,40.10,4.19000005722046,51.00,-1024.0,38,176.360000610352,123.800003051758,60.77,7.25,2.17557001113892
161058.800,12,41.67,167.7,39°32.438292 N,122°19.883382 W,0,1,0,0,102.64,-0.47,17299.000,1,6.300,48.33,-0.37,0.25,-0.81,-1.1231101511879,27.66,0.100,0.51,500,13.6000003814697,0,0.180000007152557,255,80.20,3675,-50.00,43,255,0.50,0.37,-0.11,41.00,4.1399998664856,51.00,-1024.0,39,176.360000610352,123.800003051758,60.05,7.25,2.61068391799927
161058.900,12,42.23,169.1,39°32.437644 N,122°19.883232 W,0,1,0,0,102.61,-0.43,17399.000,1,6.400,49.49,-0.28,0.16,-0.82,-1.02292100776662,30.00,0.100,0.46,500,13.6000003814697,0,0.140000000596046,255,80.20,3727,-50.00,43,255,0.50,0.25,-0.02,42.10,4.34999990463257,51.00,-1024.0,39,176.360000610352,123.800003051758,63.09,7.25,2.03053188323975
161059.000,12,42.85,170.9,39°32.436990 N,122°19.883112 W,0,1,0,0,102.59,-0.40,17499.000,1,6.500,50.67,-0.37,0.18,-0.83,-0.924132458985788,33.92,0.100,0.45,500,13.6000003814697,0,0.189999997615814,255,80.20,3781,-50.00,43,255,0.50,0.25,-0.02,42.70,4.75,51.00,-1024.0,40,176.360000610352,123.800003051758,68.89,7.25,2.75572204589844
